"ID","location","size_est","size_actual","charcoal_present","smoker_present","salads","burgers","hotdogs","chicken","beyond_items","propane_used"
2849,"backyard","small",10,1,0,5.70447268043611,0,1,0,1,44.1354465862673
2850,"campsite","small",17,1,0,10.9160636333516,1,0,1,0,47.9420129259786
2851,"backyard","large",46,1,0,36.9987648762169,1,1,1,0,56.5371854784849
2852,"backyard","small",12,1,0,6.57655007759199,1,1,0,0,47.0575429146934
2853,"campsite","small",17,1,1,14.1964593772369,1,1,0,1,25.4250224426468
2854,"backyard","large",35,0,0,33.5358061597148,0,1,0,0,62.5919260977133
2855,"backyard","small",14,1,0,9.50503415520629,1,1,0,0,47.2537922199625
2856,"beach","small",13,0,0,7.8085884302619,0,1,0,0,53.7356063020001
2857,"backyard","small",10,1,0,5.60339361644433,1,1,0,0,46.6718089313605
2858,"backyard","small",10,0,0,7.21975727325381,0,1,1,0,57.0297814285018
2859,"backyard","large",50,1,1,42.1421634961103,1,0,1,1,40.183907184013
2860,"backyard","large",53,0,1,38.966740035537,1,1,1,1,46.9939800026191
2861,"backyard","small",11,0,0,9.29078294865128,1,1,1,0,57.6157418786836
2862,"campsite","small",13,0,0,8.94342135783331,1,1,0,0,54.0169103809507
2863,"beach","large",32,1,0,24.2915352121561,1,1,0,0,43.0260373533338
2864,"backyard","small",16,0,0,10.1626295439146,1,1,0,1,59.0648110183683
2865,"backyard","small",12,1,0,10.3094292176309,1,1,1,0,49.5486176393934
2866,"campsite","small",11,1,0,8.16933013586303,1,1,0,0,44.8182025000909
2867,"beach","small",10,0,0,7.54834776354073,1,1,0,1,53.5933961768674
2868,"backyard","small",11,1,0,8.1074712843187,1,1,0,0,48.1926806471627
2869,"backyard","small",9,1,0,4.49243765798515,1,1,1,1,46.335017926552
2870,"backyard","small",15,1,0,8.59738540506725,1,1,0,0,49.2252493010173
2871,"backyard","small",13,0,0,7.34149774033263,0,1,0,0,57.2974179846337
2872,"backyard","small",13,0,0,7.1281000229416,0,1,1,1,58.4831597643185
2873,"backyard","small",14,1,0,7.57184149382744,0,1,0,0,47.4931653818541
2874,"backyard","large",35,0,0,32.9882388729566,1,1,1,0,63.9273406762939
2875,"backyard","small",11,0,0,7.92534993834404,1,1,1,0,54.8344452261888
2876,"campsite","small",6,0,0,3.00751654666296,1,1,1,0,55.1336873839124
2877,"campsite","large",42,0,1,34.497528348424,1,1,1,0,37.2127016166728
2878,"backyard","large",53,1,0,34.7110684887577,1,1,0,0,54.8739891327088
2879,"backyard","large",63,0,0,49.4514678702472,1,1,0,0,65.2713624602626
2880,"campsite","small",10,0,0,7.17001908131853,1,1,1,0,55.3759504070528
2881,"campsite","small",16,1,0,11.7058435647099,0,1,0,0,46.4306584228881
2882,"backyard","small",12,1,0,6.53793606995868,1,1,0,1,47.4620028721786
2883,"campsite","small",9,0,0,6.29361310510078,1,1,1,1,53.8974559533634
2884,"campsite","small",11,0,0,6.01536472801172,1,0,0,1,54.9631822746511
2885,"campsite","small",11,0,0,5.87806581656933,1,1,0,1,54.9313323657579
2886,"backyard","large",39,0,0,30.7026604987012,0,1,1,1,64.8331395715155
2887,"backyard","large",36,0,0,33.7102894676778,0,1,1,1,62.7338694954539
2888,"backyard","small",14,0,0,8.2168332626718,1,1,1,0,58.7763990326905
2889,"campsite","small",13,1,0,11.2995728917118,1,1,1,0,45.089951566515
2890,"beach","large",40,1,1,35.3316592859039,1,0,1,0,27.8270715195247
2891,"backyard","large",46,1,0,31.7658108857587,1,1,1,0,57.2387304072552
2892,"beach","small",14,0,0,12.3844487758627,1,1,0,0,54.1908888970721
2893,"campsite","large",37,0,0,28.5150766066278,1,1,1,1,56.6646628747099
2894,"backyard","large",51,0,0,37.0099926323702,1,0,0,0,70.1588044850063
2895,"backyard","large",41,1,0,25.8998867532192,1,1,0,1,55.6841160747577
2896,"beach","small",15,0,0,7.00035121794546,1,1,0,0,54.8816489668067
2897,"backyard","small",13,0,0,5.15505317368777,1,1,1,0,56.5247239666751
2898,"backyard","small",9,0,1,6.33997634730461,1,1,1,1,36.452399189982
2899,"campsite","small",16,0,0,11.4680916345041,1,1,0,0,56.6584126068725
2900,"backyard","large",52,1,0,31.9445412278423,1,1,1,0,55.5369596506309
2901,"backyard","small",15,0,0,10.393472180625,0,1,0,0,59.1222926663564
2902,"backyard","small",11,0,0,4.7518432395227,0,0,0,0,58.6172113394487
2903,"backyard","small",10,1,1,7.64314223198835,1,1,1,0,29.6817116319504
2904,"campsite","small",21,0,0,19.2226085665619,1,1,1,0,55.6319826933913
2905,"beach","small",11,0,1,6.65456063283549,1,1,1,1,36.0389514950786
2906,"backyard","large",49,1,0,41.8866686802728,1,1,1,1,57.5179095726454
2907,"backyard","small",10,1,1,5.78155167198146,1,1,0,0,28.4003811501792
2908,"beach","small",9,1,0,6.56747525661181,1,1,1,1,42.851311804971
2909,"backyard","small",17,1,1,12.7851433329228,1,1,0,0,29.5118374806112
2910,"backyard","small",8,0,1,4.85292966939689,1,1,0,1,36.8625640772596
2911,"backyard","large",42,1,0,30.0658160335591,1,1,1,0,57.0932515234422
2912,"campsite","small",12,0,0,9.01416665585709,1,1,1,0,56.0988461555903
2913,"backyard","small",10,1,0,7.31423668833036,1,1,1,0,45.8708170592864
2914,"campsite","large",45,1,0,42.3456743333143,0,1,0,1,45.9395139845637
2915,"campsite","small",12,0,0,10.3667995331734,1,1,1,1,53.9918571422165
2916,"campsite","small",12,0,1,6.69891255516544,1,0,1,0,35.4712044427458
2917,"backyard","small",16,0,0,8.45310014677689,1,1,0,0,59.6841380901713
2918,"backyard","large",39,1,0,25.3410310519411,1,0,1,0,60.4008799157489
2919,"campsite","small",9,1,0,6.92589020962995,1,1,1,0,45.2561347558047
2920,"campsite","small",9,0,0,6.80759811129501,1,1,0,1,53.8263017732775
2921,"backyard","small",12,1,0,8.97206167261945,1,1,0,0,51.0574248133273
2922,"beach","small",16,1,0,14.0261400035641,1,1,1,1,44.0829289232831
2923,"backyard","small",17,1,0,17.3044128073096,1,1,1,0,49.7877992046469
2924,"campsite","small",11,0,0,8.43067465177073,1,1,1,0,53.2507627895979
2925,"beach","large",43,0,0,30.931661745777,0,1,1,1,51.1315527004115
2926,"backyard","small",18,1,0,7.15705072630774,1,1,0,1,48.9533385871124
2927,"campsite","small",16,1,0,10.3831193631146,1,1,1,0,45.5550174876356
2928,"beach","small",12,1,0,9.42991194475165,1,1,0,0,43.5802320794219
2929,"campsite","small",12,1,1,7.71478867179529,0,1,1,0,26.657116413579
2930,"campsite","large",44,1,0,30.3430790001296,1,1,1,1,47.4012502489635
2931,"backyard","small",11,0,0,9.23713936493385,1,1,1,1,57.077098622175
2932,"backyard","large",49,1,0,45.3685232904921,0,1,1,1,53.9705005584763
2933,"backyard","small",13,1,0,6.8102847786227,1,1,0,0,47.117240252977
2934,"backyard","large",30,1,0,21.8294773560642,0,1,0,0,52.6869579739778
2935,"backyard","small",12,1,0,6.17439306786224,1,1,1,0,48.0989549759255
2936,"beach","small",13,1,0,8.62219147751452,1,1,0,0,43.7040459051339
2937,"backyard","large",36,1,1,25.4142609589368,1,1,0,0,34.4113761999476
2938,"backyard","large",40,0,0,31.062595841355,0,1,1,1,63.6424646471864
2939,"backyard","small",15,1,0,13.7267185000304,1,1,1,0,48.3538544686698
2940,"backyard","small",16,0,1,9.10432889394628,0,1,0,1,38.6478759635781
2941,"backyard","small",16,1,0,14.3783485712503,1,1,1,0,48.5520498456313
2942,"backyard","small",12,0,0,8.97433825729241,1,1,1,1,59.0493281907541
2943,"backyard","small",20,1,0,9.40344611333394,1,1,1,0,50.1412325159204
2944,"backyard","small",12,0,0,8.73002578867257,0,1,1,0,57.8651090471019
2945,"campsite","large",39,1,0,29.439705402742,1,1,1,0,46.5502144926391
2946,"backyard","small",11,1,0,6.17097758766497,1,1,1,0,47.8113901835239
2947,"backyard","small",15,1,1,6.78203433380103,1,1,0,0,29.3509276303886
2948,"backyard","small",11,0,0,6.35666795238745,1,1,0,1,56.2504951171501
2949,"campsite","small",12,0,0,9.84568154876515,1,1,1,1,54.248431625634
2950,"backyard","small",16,1,0,11.5513091007279,1,1,0,0,50.3967565170135
2951,"beach","small",13,1,1,7.90679891089475,1,1,0,0,23.3372844691653
2952,"campsite","small",15,0,1,6.56448226111929,1,1,1,0,36.9325777742334
2953,"backyard","small",8,1,0,3.20020124491954,1,0,1,0,47.2691416271089
2954,"backyard","small",12,0,1,5.84930664114424,1,1,1,1,37.4745636568393
2955,"backyard","small",15,0,1,10.7788581832633,0,1,1,0,37.8883568297526
2956,"backyard","small",10,1,0,7.74976395735765,1,1,0,0,47.3712381621679
2957,"campsite","small",9,1,1,6.50665601787501,1,1,1,0,24.5741040413806
2958,"backyard","small",14,0,0,11.2921654557722,1,1,0,1,58.5354962650271
2959,"backyard","large",50,1,0,34.1334956278995,1,1,1,0,54.4044343760444
2960,"campsite","large",33,1,0,23.4915478046173,0,1,1,0,46.2141624441585
2961,"campsite","large",58,0,1,43.8992557980402,1,1,1,0,36.8596872683226
2962,"backyard","large",47,0,0,28.2896166077625,0,1,1,0,65.0893891187211
2963,"backyard","large",30,1,0,24.4143188358574,1,1,0,0,53.9461306280272
2964,"campsite","large",49,1,0,42.3886167270118,1,1,1,0,46.1687877876247
2965,"beach","large",52,1,0,40.5589546154948,0,1,1,0,40.9686009487978
2966,"backyard","large",43,0,0,33.5536772876624,1,1,0,0,66.831215087343
2967,"backyard","small",18,1,0,10.0729539406232,1,1,1,1,49.2772371913664
2968,"campsite","small",10,1,0,4.34622495078814,1,1,0,0,43.6114446739
2969,"campsite","small",15,1,0,8.07977485413776,1,1,1,0,47.0374715024048
2970,"backyard","small",10,1,0,6.93051547753626,1,1,0,1,46.7856791384756
2971,"campsite","small",11,0,0,8.40068675065938,1,0,1,0,57.0918052084468
2972,"backyard","large",49,1,0,38.851793418722,1,1,1,0,56.5142997711274
2973,"campsite","small",12,1,1,6.71837658457311,1,1,1,0,25.9962941020078
2974,"backyard","small",17,0,0,6.33086916028934,1,1,1,0,59.7784741864505
2975,"backyard","small",15,0,0,6.65465331810549,0,1,0,0,58.5154634673158
2976,"backyard","large",48,0,1,29.4626963236135,1,1,1,1,44.9183793140389
2977,"backyard","small",15,1,0,9.76557424973725,1,1,1,1,49.264770000583
2978,"campsite","small",13,0,0,8.58831602277871,1,1,1,0,56.4344769944371
2979,"backyard","small",10,0,0,7.78080742043824,1,1,1,0,55.1708916342157
2980,"beach","small",7,0,0,4.71717604586671,1,1,1,0,53.0701899009678
2981,"backyard","small",16,0,0,11.8908883819717,1,1,0,0,61.0252107862121
2982,"campsite","large",41,0,0,32.1161869389425,0,1,1,0,57.0793180229364
2983,"backyard","small",9,0,1,6.27022382216337,1,1,0,0,36.1156232726755
2984,"backyard","small",9,0,0,2.54168303547011,1,1,0,0,56.408338510128
2985,"campsite","small",14,0,0,10.5744100389557,1,1,1,0,56.6353544309004
2986,"backyard","large",45,0,0,26.613324919526,0,1,1,1,64.1798612463079
2987,"campsite","small",14,1,0,12.7403815753805,1,1,0,0,45.2859551831153
2988,"campsite","small",9,0,0,5.801723718377,1,1,1,0,54.4873325697016
2989,"beach","small",15,1,0,7.95410697193946,0,1,0,0,43.5565401066399
2990,"backyard","small",14,1,1,7.60899398885215,1,1,0,0,27.4625366193461
2991,"campsite","small",13,0,0,8.9872103783957,1,1,1,0,55.7926383123487
2992,"beach","small",11,1,1,8.09110732924566,1,1,1,0,24.3906649003761
2993,"backyard","large",49,1,0,35.8960848531452,1,1,1,1,57.0762239200987
2994,"backyard","small",16,1,0,10.8784684274016,1,0,1,1,49.7494278257547
2995,"campsite","large",48,0,0,39.8266529423966,1,1,0,0,57.8215083922686
2996,"campsite","small",10,0,0,6.88001760463084,0,1,0,0,52.773693106281
2997,"campsite","small",12,1,0,9.05732694252293,0,1,0,1,44.3526290849623
2998,"campsite","small",12,0,0,6.42964025118964,1,1,1,0,54.8997562440112
2999,"backyard","small",16,1,0,10.2376379539252,1,1,1,0,48.8520215842693
3000,"campsite","small",17,1,1,13.6863959142493,1,1,1,0,24.0510889922824
3001,"backyard","large",44,0,0,32.4241986804149,1,1,0,0,65.6743571268207
3002,"backyard","small",11,1,1,8.08562594492881,0,1,1,0,25.4245486611101
3003,"campsite","large",45,0,0,32.8027090713917,1,1,0,1,58.0172059842666
3004,"backyard","large",42,0,0,35.2732762562735,1,1,0,0,65.2232378324982
3005,"backyard","large",45,0,0,29.0529292978311,1,1,1,1,66.1272801161122
3006,"backyard","small",11,1,0,5.55451142802153,1,1,0,0,46.0146863011403
3007,"backyard","large",44,0,0,33.8482072460711,1,0,1,0,69.7625108745773
3008,"backyard","small",15,1,1,7.90669724377982,1,1,1,0,28.4633636349206
3009,"campsite","small",12,0,0,8.42854250353953,1,0,0,0,56.9073867798623
3010,"backyard","small",20,1,0,15.22561003264,1,1,1,0,51.0681929760197
3011,"campsite","small",20,0,1,17.1659061882642,1,1,1,0,36.7223887744381
3012,"campsite","small",12,1,0,8.99207205180665,1,1,0,1,45.8739550022064
3013,"campsite","small",13,1,0,11.0081880980684,1,1,0,0,45.7055265536198
3014,"beach","large",46,1,0,26.7489372519398,1,1,0,0,40.9640858198571
3015,"beach","small",15,1,0,11.0580751477392,0,1,0,0,42.9024275527911
3016,"campsite","small",17,1,0,7.93084191455619,1,1,0,1,45.8884248713385
3017,"campsite","small",8,1,0,5.50525410091449,1,1,1,0,44.6151756486707
3018,"backyard","small",8,0,1,5.43754424156684,1,1,0,0,36.0671319534382
3019,"campsite","large",37,0,0,25.6106262413366,0,1,1,0,55.2701516440461
3020,"beach","large",64,1,0,53.3708106129145,0,1,1,1,35.4391264473253
3021,"beach","small",9,0,0,4.72512248897015,1,1,0,0,53.2289078783881
3022,"backyard","small",15,0,0,9.70729236457787,1,1,0,0,58.3473162346936
3023,"backyard","large",46,1,0,32.5575814179442,1,1,0,1,54.5604486034023
3024,"campsite","small",12,1,0,5.22722512665949,1,1,1,0,44.9296345774478
3025,"campsite","small",14,0,0,10.0721407406809,1,1,1,0,55.4640872229117
3026,"beach","large",41,1,0,28.7311771388803,0,1,1,0,42.3210006194907
3027,"backyard","small",7,1,0,3.26812343800151,0,1,1,0,45.227176436616
3028,"backyard","small",10,0,0,7.95901925418517,1,1,1,1,55.9882139846256
3029,"campsite","small",10,1,1,6.05072653937771,0,1,0,0,24.3889897648774
3030,"beach","small",8,0,0,2.55990850314475,1,1,1,0,53.6248283641435
3031,"backyard","small",10,1,0,7.16803924531559,1,1,0,1,47.5920335048256
3032,"backyard","small",15,1,0,9.67781233351462,1,1,0,0,48.2410127191826
3033,"campsite","large",52,0,0,27.7600045521376,1,1,0,0,56.0349132738192
3034,"backyard","small",12,0,0,9.49416982977636,1,1,0,1,57.0854471879114
3035,"backyard","small",16,0,0,12.9903970104658,1,1,0,0,59.2987771134518
3036,"backyard","small",13,0,0,10.9280011837054,1,1,1,0,55.8627310978726
3037,"backyard","small",9,0,0,4.34176266619077,1,1,0,1,54.7704779419424
3038,"campsite","small",11,1,0,7.91686780942986,1,1,0,1,44.9086820717579
3039,"campsite","small",8,1,0,7.58121469339915,1,1,1,1,43.6145605509291
3040,"backyard","small",9,0,0,6.9280885516593,1,1,0,0,56.8315400082884
3041,"campsite","small",13,1,1,4.03335841813772,1,1,1,1,25.5720038967304
3042,"backyard","large",57,1,0,36.8198531804271,1,1,1,0,55.1054753609189
3043,"beach","small",14,0,0,9.41169220877044,1,1,0,1,54.1807983757122
3044,"backyard","small",18,1,0,14.5630650175801,1,1,0,0,49.4912383583472
3045,"backyard","small",14,0,0,9.5059242732432,0,1,0,0,57.3575046365529
3046,"backyard","small",10,1,0,8.50063210377699,1,1,1,0,46.0518393007592
3047,"backyard","small",13,1,0,8.18779353393268,1,1,0,0,47.7354485828618
3048,"backyard","small",14,1,0,9.93420878655305,1,1,1,0,48.4953997178224
3049,"campsite","large",47,0,1,32.995951688504,1,1,0,0,35.0250339312888
3050,"campsite","small",13,1,0,7.69226610657758,1,1,0,0,43.4608964972188
3051,"backyard","large",45,0,0,33.0393810335244,1,1,0,0,66.7265447961944
3052,"backyard","small",11,0,0,7.36046841160477,0,1,0,0,57.2011973454927
3053,"backyard","small",14,0,0,9.19342577971273,1,0,1,0,59.5327073420578
3054,"campsite","large",47,0,0,31.02978596763,1,1,1,0,54.6436612722357
3055,"campsite","small",13,1,0,7.47191931486273,1,1,0,0,43.2675401305434
3056,"campsite","large",37,1,1,24.8265217889632,1,1,0,0,26.0599052987392
3057,"backyard","small",12,0,1,9.2041494752588,1,1,1,0,36.7539143933416
3058,"backyard","small",12,0,0,6.06279362229544,1,1,1,0,58.3327775454397
3059,"campsite","small",16,1,1,11.2516330986586,1,1,1,1,26.6436676290936
3060,"backyard","large",38,1,1,29.4026444651469,1,1,1,0,36.045314546625
3061,"backyard","small",11,1,0,7.00084452050309,1,1,0,1,48.047005638398
3062,"campsite","large",46,1,0,33.4359203739625,1,1,1,0,47.4412195300285
3063,"campsite","small",11,0,0,4.54392537669757,1,1,1,1,54.1640664876355
3064,"backyard","large",44,1,0,29.0796584561832,1,1,1,0,56.4318389056598
3065,"backyard","small",17,1,0,10.6044360930685,0,1,0,1,49.2007077301927
3066,"backyard","small",16,1,0,8.33076485204148,1,1,1,1,47.5913663194343
3067,"backyard","small",12,1,0,6.38347691252967,1,1,1,1,47.0870132732986
3068,"backyard","large",41,1,0,35.5427597179794,1,1,1,0,54.5531050397574
3069,"campsite","large",46,0,0,31.6766252078675,1,1,1,0,57.934160025893
3070,"campsite","small",11,0,0,7.48290077264802,1,1,0,0,55.398836682956
3071,"campsite","small",11,0,0,10.7356848400936,1,1,1,0,54.6811483501781
3072,"backyard","large",47,1,1,39.6283755654403,1,1,0,0,36.9915001238959
3073,"backyard","small",10,1,0,7.0408280058912,1,1,0,0,47.2079728595882
3074,"backyard","small",12,0,1,6.78855056711582,1,1,1,1,37.8487007731731
3075,"backyard","large",36,0,0,22.5844033161888,1,1,1,0,65.6123629156172
3076,"backyard","small",14,1,0,8.29067637914968,1,1,1,0,47.8705292856824
3077,"backyard","small",11,0,0,10.2729314083941,1,1,0,0,57.6644622224787
3078,"backyard","small",12,1,0,6.42304651831532,1,1,1,1,48.8087933172554
3079,"backyard","small",17,1,0,12.9888296875484,1,1,0,0,49.5712669564743
3080,"beach","small",18,0,0,10.5494088411129,1,1,0,1,54.1105152738622
3081,"backyard","small",18,1,0,7.01152099008759,1,1,1,0,49.0397727283409
3082,"backyard","small",9,1,1,4.77405201257973,1,1,1,1,24.4258674657144
3083,"backyard","small",11,0,0,7.87655477704842,1,1,1,1,56.1172967348502
3084,"campsite","small",11,0,0,6.89202051919052,1,1,0,1,56.9148357850632
3085,"backyard","small",7,1,0,4.46711551000412,1,1,0,1,45.8036320857374
3086,"backyard","small",10,1,0,5.3870794059979,1,1,1,1,48.2416988951814
3087,"backyard","large",38,1,0,22.4736951226413,0,1,0,1,54.7484696288524
3088,"backyard","small",11,1,0,11.1968093777033,1,1,0,0,47.3400508194637
3089,"campsite","small",14,1,0,8.36497818882413,0,1,0,1,45.4268582609324
3090,"beach","small",15,0,0,8.36088026684395,1,1,1,0,53.1842885104669
3091,"campsite","small",13,0,0,9.39330455656501,1,1,1,1,56.5272305237733
3092,"beach","small",6,1,1,4.53098786029618,1,1,0,1,25.1317005667766
3093,"campsite","small",11,0,0,7.58829612130536,1,1,1,0,54.2798085613385
3094,"backyard","small",9,0,0,5.21405419556865,1,1,1,1,56.2324604973093
3095,"campsite","small",16,0,0,9.33453883299674,1,1,1,1,55.0704736132954
3096,"campsite","small",14,0,0,12.3173297275972,1,1,1,0,56.0460922788127
3097,"campsite","large",50,0,0,38.0477533922836,1,1,0,1,56.1774786831144
3098,"backyard","large",46,1,0,29.0800009787957,1,1,1,0,54.0993721787464
3099,"backyard","small",11,1,0,5.4305779941188,1,1,1,0,45.3237896234738
3100,"backyard","large",46,1,0,39.7142125690152,1,1,1,0,56.11148902326
3101,"backyard","small",9,1,0,4.86203604770237,1,1,0,0,46.6882002101104
3102,"backyard","small",13,1,0,7.59935269147923,1,1,1,0,47.1510073921798
3103,"beach","small",7,1,0,3.75776891997612,0,1,0,0,42.2564996710095
3104,"backyard","large",40,1,0,30.2836087127768,1,1,0,0,55.2443972589945
3105,"backyard","small",12,1,0,4.8909415000366,0,1,0,0,48.2481992164621
3106,"backyard","small",7,0,1,3.92891511116887,1,1,1,0,36.2747777372963
3107,"backyard","small",22,0,0,12.5988854615688,1,1,1,0,61.4341389791617
3108,"campsite","small",15,1,1,8.52582304552359,1,1,1,1,25.9585919985652
3109,"beach","large",46,0,0,33.5603326406005,1,1,1,0,52.8729688299652
3110,"backyard","large",33,1,0,21.0570825749586,1,1,1,1,53.7729254523262
3111,"beach","small",13,0,0,8.86882744946009,0,1,1,0,54.2544234140538
3112,"backyard","small",13,1,0,7.94263951478534,1,1,1,0,49.8361939604155
3113,"campsite","small",13,0,0,10.075724839296,1,1,0,0,55.1334397427503
3114,"backyard","large",60,0,0,46.7816470677248,1,1,1,1,65.8356298724655
3115,"campsite","small",12,1,0,7.55674382179101,1,1,0,1,46.3938371975426
3116,"campsite","small",12,1,0,8.13851063504894,1,1,0,0,44.8692535400578
3117,"campsite","large",38,0,0,30.9000412189312,1,1,1,0,56.0579342876076
3118,"backyard","large",40,0,0,29.7724887559747,1,1,1,0,64.5433343579159
3119,"campsite","small",10,1,1,6.28042928680556,1,1,0,1,26.2739646455771
3120,"backyard","large",45,0,0,28.7949546608103,1,1,0,0,63.7223531895861
3121,"backyard","small",10,1,0,7.15487733530372,1,1,1,0,47.5127422420683
